,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,cons.conf.idx,euribor3m,y
4500,55.0,11,2,3,0,0,0,0,10,2,131,1.0,999,0,3,-26.9,0.728,0
4501,29.0,3,2,6,0,0,0,0,7,3,736,4.0,999,0,3,-42.7,4.962,1
4502,28.0,8,2,4,0,0,0,0,7,5,117,2.0,999,0,3,-42.7,4.963,1
4503,35.0,2,2,1,0,1,0,1,5,2,125,4.0,999,0,3,-36.4,4.857,1
4504,46.0,2,2,2,2,0,0,1,5,3,401,2.0,999,0,3,-36.4,4.856,1
4505,50.0,1,2,7,0,1,0,0,12,2,410,3.0,999,0,3,-33.0,0.708,0
4506,44.0,1,3,7,0,0,0,0,8,5,84,2.0,999,0,3,-36.1,4.966,1
4507,73.0,6,2,1,0,1,0,1,10,3,185,1.0,999,0,3,-26.9,0.724,1
4508,42.0,2,2,1,0,1,0,0,5,2,439,1.0,999,0,3,-46.2,1.291,1
4509,30.0,8,2,8,0,0,0,1,5,3,143,3.0,999,0,3,-36.4,4.856,1
4510,27.0,2,2,2,2,1,0,0,7,2,163,2.0,999,0,3,-42.7,4.961,1
4511,57.0,1,2,4,0,0,0,1,7,4,487,9.0,999,0,3,-42.7,4.958,1
4512,33.0,1,3,7,0,1,0,1,7,3,40,1.0,999,0,3,-42.7,4.963,1
4513,25.0,3,3,7,0,1,0,1,5,3,8,4.0,999,0,3,-36.4,4.857,1
4514,47.0,1,2,7,0,1,0,1,5,5,138,6.0,999,0,3,-36.4,4.857,1
4515,52.0,1,2,7,0,1,0,0,4,1,181,2.0,999,1,1,-47.1,1.405,1
4516,48.0,4,2,4,0,0,0,1,6,2,87,1.0,999,0,3,-41.8,4.864,1
4517,33.0,5,3,7,0,1,1,0,4,3,427,1.0,999,0,3,-47.1,1.498,1
4518,33.0,1,3,4,0,1,0,0,10,1,61,2.0,6,2,1,-26.9,0.731,1
4519,28.0,1,2,4,0,1,0,1,5,3,175,1.0,999,0,3,-36.4,4.856,1
4520,50.0,2,2,1,0,0,0,1,5,3,304,2.0,999,0,3,-36.4,4.858,1
4521,41.0,11,2,4,0,1,1,0,9,3,175,1.0,6,1,2,-37.5,0.879,0
4522,35.0,10,3,2,0,2,2,1,5,4,332,2.0,999,0,3,-36.4,4.86,1
4523,46.0,2,2,1,2,1,0,1,5,4,101,4.0,999,0,3,-36.4,4.86,1
4524,42.0,2,2,3,0,0,0,1,6,1,130,2.0,999,0,3,-41.8,4.961,1
4525,49.0,3,2,7,0,1,0,0,4,1,334,1.0,999,0,3,-47.1,1.405,1
4526,77.0,6,2,8,0,1,0,0,11,5,381,1.0,999,0,3,-30.1,0.714,0
4527,29.0,1,2,4,0,1,0,1,6,2,186,1.0,999,0,3,-41.8,4.864,1
4528,48.0,11,2,2,0,0,0,0,7,4,1850,1.0,999,0,3,-42.7,4.962,0
4529,30.0,1,2,7,0,0,1,1,7,5,117,2.0,999,0,3,-42.7,4.963,1
4530,50.0,1,2,4,0,0,0,0,11,3,93,3.0,999,1,1,-42.0,4.12,1
4531,40.0,2,2,1,0,0,0,0,11,2,103,6.0,999,0,3,-42.0,4.153,1
4532,72.0,6,1,1,0,1,1,0,8,4,238,2.0,999,1,1,-31.4,0.873,1
4533,41.0,2,2,1,0,0,0,1,6,2,148,2.0,999,0,3,-41.8,4.864,1
4534,29.0,1,2,7,0,1,1,1,4,4,122,3.0,999,0,3,-47.1,1.41,1
4535,32.0,1,1,7,0,1,0,0,11,5,101,3.0,999,0,3,-42.0,4.021,1
4536,46.0,12,2,1,2,0,0,1,5,2,257,2.0,999,0,3,-36.4,4.857,1
4537,56.0,8,2,4,2,0,0,0,5,5,310,1.0,999,0,3,-46.2,1.25,1
4538,55.0,10,2,6,0,1,0,0,4,5,148,2.0,999,1,1,-34.6,0.644,1
4539,60.0,6,2,7,2,1,0,0,8,1,174,1.0,999,0,3,-36.1,4.97,1
4540,37.0,2,2,1,0,0,1,0,4,5,125,4.0,999,0,3,-47.1,1.405,1
4541,52.0,5,2,7,0,1,0,0,11,2,67,1.0,999,0,3,-42.0,4.153,1
4542,31.0,2,2,1,2,0,0,0,7,3,933,2.0,999,0,3,-42.7,4.963,1
4543,48.0,2,2,8,0,0,0,0,8,1,528,3.0,999,0,3,-36.1,4.963,0
4544,34.0,2,2,1,2,0,1,1,6,2,276,2.0,999,0,3,-41.8,4.864,1
4545,35.0,1,3,4,0,1,1,1,5,2,352,2.0,999,1,1,-46.2,1.291,1
4546,34.0,8,2,4,0,1,0,1,5,3,276,2.0,999,0,3,-46.2,1.334,1
4547,40.0,10,2,7,0,1,0,0,7,4,296,3.0,999,0,3,-42.7,4.963,1
4548,37.0,2,2,2,2,1,0,0,7,3,83,1.0,999,0,3,-42.7,4.963,1
4549,39.0,2,1,2,0,1,0,0,4,5,344,1.0,999,0,3,-47.1,1.405,1
4550,49.0,4,2,1,2,0,1,1,5,3,801,1.0,999,0,3,-36.4,4.858,0
4551,29.0,8,2,4,2,2,2,0,5,3,141,2.0,999,0,3,-46.2,1.334,1
4552,32.0,1,3,7,0,1,0,0,8,4,206,1.0,999,0,3,-36.1,4.964,1
4553,56.0,10,2,6,2,0,0,1,6,4,48,2.0,999,0,3,-41.8,4.866,1
4554,34.0,2,2,2,2,0,0,1,6,5,176,1.0,999,0,3,-41.8,4.967,1
4555,30.0,2,2,1,0,1,0,0,4,1,42,3.0,999,0,3,-47.1,1.405,1
4556,37.0,2,2,4,0,1,1,1,5,2,172,7.0,999,0,3,-36.4,4.857,1
4557,42.0,1,2,4,0,0,0,0,4,5,697,2.0,999,0,3,-47.1,1.479,1
4558,42.0,1,1,7,0,1,0,1,5,5,125,3.0,999,0,3,-36.4,4.855,1
4559,29.0,10,3,3,0,1,0,0,5,1,170,1.0,999,1,1,-46.2,1.299,1
4560,65.0,1,1,7,0,0,0,0,11,5,142,2.0,999,0,3,-30.1,0.718,1
4561,35.0,3,2,3,0,0,0,0,7,2,291,2.0,999,0,3,-42.7,4.962,1
4562,51.0,10,1,6,0,1,1,0,4,5,84,1.0,999,1,1,-47.1,1.479,1
4563,23.0,1,3,4,0,1,0,0,4,4,132,1.0,999,0,3,-47.1,1.365,1
4564,31.0,2,2,1,2,1,0,0,7,3,106,1.0,999,0,3,-42.7,4.963,1
4565,36.0,1,2,7,0,1,0,1,6,1,152,2.0,999,0,3,-41.8,4.961,1
4566,43.0,2,3,1,0,0,0,1,5,2,289,1.0,999,0,3,-36.4,4.857,1
4567,51.0,6,1,7,0,1,1,1,6,2,342,3.0,999,0,3,-41.8,4.864,1
4568,26.0,1,3,7,0,1,0,1,5,5,23,2.0,999,0,3,-46.2,1.259,1
4569,51.0,2,2,1,0,1,0,0,5,1,77,2.0,999,0,3,-46.2,1.354,1
4570,37.0,2,2,2,2,0,0,0,7,2,65,3.0,999,0,3,-42.7,4.961,1
4571,21.0,2,3,3,0,1,0,0,5,1,239,2.0,999,0,3,-46.2,1.244,1
4572,31.0,8,3,4,0,0,0,1,9,1,10,1.0,999,0,3,-37.5,0.879,1
4573,32.0,10,1,4,0,0,0,0,8,5,72,2.0,999,0,3,-36.1,4.964,1
4574,32.0,10,2,6,0,2,2,1,8,5,9,2.0,999,0,3,-36.1,4.964,1
4575,34.0,10,2,4,0,0,0,0,11,4,732,1.0,999,0,3,-42.0,4.076,0
4576,36.0,1,3,4,0,1,0,1,4,5,777,2.0,999,0,3,-47.1,1.405,1
4577,48.0,2,2,3,0,0,0,0,5,5,44,9.0,999,0,3,-46.2,1.25,1
4578,30.0,8,3,4,0,0,0,1,7,4,444,5.0,999,0,3,-42.7,4.968,1
4579,50.0,8,3,4,0,0,0,0,7,3,129,9.0,999,0,3,-42.7,4.963,1
4580,25.0,10,2,6,0,0,0,0,7,4,71,3.0,999,0,3,-42.7,4.963,1
4581,20.0,2,3,1,0,0,0,1,9,1,36,1.0,999,0,3,-37.5,0.882,1
4582,40.0,1,1,2,2,0,1,1,6,3,170,3.0,999,0,3,-41.8,4.864,1
4583,32.0,1,2,7,0,1,0,0,11,3,392,3.0,999,0,3,-42.0,4.12,1
4584,48.0,4,2,2,2,1,0,1,6,1,425,2.0,999,0,3,-41.8,4.865,1
4585,34.0,4,2,7,0,0,0,0,8,4,485,3.0,4,1,2,-31.4,0.873,1
4586,44.0,2,2,3,0,1,0,1,5,4,480,2.0,999,0,3,-36.4,4.86,1
4587,33.0,2,2,2,0,1,0,1,6,1,685,5.0,999,0,3,-41.8,4.865,1
4588,35.0,2,2,3,2,1,1,0,7,5,170,1.0,999,0,3,-42.7,4.963,1
4589,52.0,12,2,1,0,0,0,1,5,4,156,1.0,999,0,3,-36.4,4.855,1
4590,72.0,6,2,1,0,1,0,0,7,1,128,2.0,999,1,1,-40.3,0.87,1
4591,50.0,1,2,7,0,1,0,0,4,5,160,1.0,999,0,3,-47.1,1.4,0
4592,32.0,10,3,4,0,1,0,0,8,2,129,2.0,999,0,3,-36.1,4.963,1
4593,52.0,3,2,7,2,1,0,1,6,1,76,2.0,999,0,3,-41.8,4.865,1
4594,55.0,5,2,7,0,1,1,0,11,1,81,1.0,999,0,3,-42.0,4.191,1
4595,34.0,3,2,6,0,1,0,1,5,2,53,1.0,999,0,3,-36.4,4.856,1
4596,35.0,9,3,4,0,1,0,1,5,5,160,3.0,999,0,3,-36.4,4.857,1
4597,57.0,5,2,7,0,1,0,0,8,4,107,4.0,999,0,3,-31.4,0.883,1
4598,28.0,8,3,6,0,1,0,0,5,4,406,2.0,999,0,3,-46.2,1.266,0
4599,33.0,1,2,7,0,0,0,0,8,3,88,1.0,999,0,3,-36.1,4.964,1
4600,39.0,8,2,4,0,0,0,0,9,2,65,1.0,999,0,3,-29.8,0.755,0
4601,30.0,8,2,4,2,1,0,0,11,4,175,1.0,999,0,3,-42.0,4.076,1
4602,23.0,1,2,6,0,0,1,1,6,1,266,3.0,999,0,3,-41.8,4.947,1
4603,31.0,8,3,4,0,0,0,1,5,5,76,3.0,999,0,3,-36.4,4.864,1
4604,34.0,8,2,4,0,0,0,1,5,2,514,1.0,999,0,3,-36.4,4.857,1
4605,30.0,11,2,6,0,2,2,0,7,4,156,6.0,999,0,3,-42.7,4.958,1
4606,39.0,1,2,7,0,0,1,0,4,5,72,2.0,999,1,1,-47.1,1.405,1
4607,20.0,9,3,4,0,1,0,0,7,1,100,4.0,999,0,3,-42.7,4.96,1
4608,41.0,2,2,6,2,1,0,0,4,5,251,1.0,999,0,3,-47.1,1.405,1
4609,30.0,1,3,7,0,0,0,0,5,5,208,2.0,999,0,3,-46.2,1.25,1
4610,41.0,2,1,3,2,0,0,1,6,1,294,3.0,999,0,3,-41.8,4.96,1
4611,32.0,8,2,4,0,0,0,0,11,3,79,1.0,999,0,3,-42.0,4.12,1
4612,32.0,10,3,6,0,1,1,0,8,4,84,2.0,999,0,3,-36.1,4.963,1
4613,28.0,1,3,7,0,1,0,0,7,1,219,3.0,999,0,3,-42.7,4.962,1
4614,30.0,10,3,7,0,1,0,1,6,3,263,1.0,999,2,1,-39.8,0.767,0
4615,59.0,2,1,1,0,1,0,0,7,4,218,1.0,999,0,3,-33.6,1.072,0
4616,47.0,7,2,7,0,0,0,0,8,2,108,5.0,999,0,3,-36.1,4.965,1
4617,51.0,2,1,8,2,1,1,1,5,2,128,2.0,999,0,3,-36.4,4.857,1
4618,44.0,8,2,4,0,1,0,0,4,5,240,1.0,999,2,1,-47.1,1.479,1
4619,40.0,1,3,7,0,0,0,0,8,4,101,7.0,999,0,3,-36.1,4.962,1
4620,30.0,11,2,7,0,0,0,0,11,4,125,1.0,999,0,3,-42.0,4.076,1
4621,41.0,4,2,4,0,1,0,1,6,4,41,1.0,999,0,3,-41.8,4.866,1
4622,41.0,2,3,3,0,0,1,0,5,3,540,1.0,999,0,3,-46.2,1.334,0
4623,39.0,8,2,4,0,1,0,0,4,4,243,1.0,999,0,3,-47.1,1.365,1
4624,25.0,9,3,4,0,0,0,0,4,2,98,2.0,999,0,3,-47.1,1.453,1
4625,28.0,1,3,7,0,0,0,1,5,2,75,2.0,999,0,3,-36.4,4.857,1
4626,33.0,5,1,7,0,1,0,0,6,3,63,1.0,999,0,3,-40.8,1.26,1
4627,55.0,8,1,4,2,0,0,0,7,2,204,3.0,999,0,3,-42.7,4.961,1
4628,38.0,10,1,6,0,1,0,1,5,4,287,4.0,999,0,3,-36.4,4.855,1
4629,34.0,1,2,4,0,0,0,0,5,3,350,2.0,999,1,1,-46.2,1.334,1
4630,50.0,10,1,6,0,0,0,0,8,1,73,2.0,999,0,3,-36.1,4.965,1
4631,30.0,10,3,6,0,1,0,0,8,4,76,1.0,999,0,3,-36.1,4.963,1
4632,29.0,7,2,7,0,0,0,0,5,2,105,2.0,999,0,3,-46.2,1.266,1
4633,30.770686567783194,1,2,5,1,1,0,0,6,2,880,1.9507842604030552,999,0,3,-44.36387245570535,3.204426078905356,0
4634,37.46924097440775,1,2,6,0,0,0,0,8,4,395,1.1061518051184505,999,0,3,-36.1,4.968,0
4635,30.310614523341275,8,2,5,0,0,0,0,5,4,194,1.0,999,1,1,-42.382027136469155,0.9006031924879112,0
4636,61.081022665140395,3,1,2,0,1,0,0,7,4,216,2.120550665844826,999,0,2,-33.247826933591625,1.0324605693623325,0
4637,41.53982214203004,5,1,4,0,1,0,0,8,3,153,2.179940714010012,1,1,2,-34.81474803454255,0.8458760871246609,0
4638,39.04545274717219,2,2,2,1,1,0,0,4,5,1080,1.0,999,0,3,-46.30738656594313,1.3239772934075198,0
4639,38.25753591138427,1,2,4,0,1,0,0,6,3,265,1.0,999,0,3,-37.750866544027566,2.8477188607520256,0
4640,69.11205626947576,6,1,6,0,1,0,0,5,1,595,1.4937746516957915,999,0,1,-35.44190704720453,2.783168748808861,0
4641,41.19700787972827,3,2,3,0,1,0,0,5,2,598,1.3940157594565306,999,0,3,-44.210220414744526,2.049926634932516,0
4642,37.13149460117698,5,2,4,0,0,0,0,4,3,388,1.0,999,0,3,-46.38788967607062,1.3068870220363964,0
4643,35.17112551593058,1,2,6,1,1,0,0,7,2,874,1.0,999,0,3,-41.9871679437003,4.729412469151003,0
4644,33.75327988900398,5,2,7,0,1,0,0,10,3,249,2.655840013874503,3,1,2,-28.00131195560159,0.7231817601942431,0
4645,45.349490098836405,7,2,3,0,0,0,0,5,4,227,1.0,3,1,2,-43.87987852739905,1.1544476906017798,0
4646,39.177122043090336,3,2,5,0,1,1,0,7,1,697,1.464124671454482,999,0,3,-39.16322283159958,4.964143501314182,0
4647,24.41932052567186,7,2,4,1,0,0,0,5,4,1012,3.1797087967165125,999,0,3,-45.99033973716407,1.472239878606087,0
4648,33.001038572964944,5,2,1,0,0,0,1,5,3,640,2.3336795243216493,999,0,3,-36.4,4.859000519286483,0
4649,43.41756855158799,1,2,3,0,1,0,0,5,2,556,1.0,3,1,2,-38.906651783481976,0.6731906430481159,0
4650,34.97262871419708,1,2,7,0,0,0,0,5,4,462,1.0,999,0,3,-42.880840099937956,1.329104034680718,0
4651,34.594787997554974,6,3,6,1,0,0,0,6,1,430,3.265797999592496,999,0,3,-37.982149597880976,3.401735413187845,0
4652,48.179613514422265,3,2,2,0,0,0,0,5,4,290,4.281545942310929,999,0,3,-35.21455080481303,4.128303044926391,0
4653,26.0,7,3,7,0,0,0,0,6,4,199,1.0,999,0,1,-43.670333955540386,1.1490903718614096,0
4654,29.19127509333464,6,3,6,0,0,0,0,11,1,118,1.313039299047806,999,0,2,-30.1,0.7171912750933346,0
4655,51.99364295922723,1,1,3,0,1,0,0,8,3,236,1.1324857278969638,6,3,2,-38.3,0.903,0
4656,25.0,9,2,4,0,0,0,0,9,4,553,3.1050547748386537,999,0,2,-48.58602345890372,1.0524272147890197,0
4657,39.38263867100249,1,2,4,0,0,0,0,5,1,302,3.031886555916874,999,0,3,-45.995926042132005,1.3348680664498755,0
4658,31.830309558253848,8,2,4,0,1,0,0,4,3,752,1.1696904417461509,999,0,3,-46.94727860242847,1.3524429073107849,0
4659,42.89056193717764,3,1,2,0,0,0,0,5,3,502,1.7031460209407883,999,0,3,-43.10615750786053,3.8575937598369103,0
4660,29.78210885241218,3,2,6,0,0,0,0,7,3,546,3.0,999,0,3,-44.85452282908531,3.716545175055644,0
4661,37.07196654449446,9,2,7,0,1,0,0,5,4,245,1.035983272247229,2,3,2,-39.64376560475243,0.6783313810731475,0
4662,36.37801188228115,9,2,6,0,1,0,0,3,3,265,2.0,2,1,2,-46.43577912113455,1.3264967897047915,0
4663,33.626254826937426,9,2,3,0,0,0,0,8,3,915,2.0,999,0,3,-36.1,4.963,0
4664,35.087284445309635,8,2,3,0,0,0,0,7,2,731,1.0,999,0,3,-44.28329733515023,2.590769447707043,0
4665,34.19718178378003,1,3,7,0,1,0,0,9,3,151,1.6338030360366615,7,2,2,-34.68028337748229,0.8415211521802527,0
4666,29.522932227876467,1,2,3,0,0,0,0,6,2,573,2.2614661139382335,999,0,3,-41.87638174109457,4.948142295961273,0
4667,45.14946863919862,8,2,4,1,0,0,0,5,3,773,1.0,999,0,1,-46.2,1.3050819337327533,0
4668,38.533254275123625,1,2,5,0,0,0,0,4,2,464,1.0,999,0,3,-46.82249110595141,1.3953398186810146,0
4669,33.4249079998514,1,3,4,0,0,0,0,9,1,262,3.6143382857992026,6,3,2,-37.5,0.879,0
4670,30.058747914125586,9,2,7,0,0,0,0,5,2,262,1.1762437423767604,999,1,1,-40.399228724080984,0.8135870959015903,0
4671,37.512268297906616,1,2,3,0,0,0,0,8,1,212,1.0,999,0,3,-31.263395120558233,0.8745230364887276,0
4672,57.581852391279575,4,2,5,0,0,0,0,8,3,245,1.6581852391279572,6,2,2,-38.3,0.9010254442826161,0
4673,27.618119041821355,6,2,4,0,0,0,0,3,3,437,1.5636468263631074,4,1,2,-39.774426179460576,0.9211026144812365,0
4674,21.788286733278323,9,2,7,0,0,0,0,5,2,200,1.8722652333372627,12,1,2,-38.90148100670046,0.7176930321993634,0
4675,60.151977398208416,5,2,6,0,0,0,0,5,3,289,1.0,4,3,2,-40.0,0.6857388803249925,0
4676,32.89284827446025,2,2,3,0,1,0,0,5,3,672,2.2976160914867485,999,0,3,-46.2,1.2672084057585746,0
4677,34.02294794864738,9,2,7,0,1,0,0,8,3,812,1.0,999,0,3,-36.23539289701953,4.944631931341613,0
4678,34.0,1,2,7,0,0,0,0,4,2,344,1.0,999,1,1,-46.61106789113167,1.3789242084211342,0
4679,36.408502060088225,1,2,7,0,0,0,0,8,3,395,1.3182995879823554,999,0,3,-36.545619423175296,3.6664729847401487,0
4680,64.11983617171262,6,1,5,0,0,0,0,9,2,548,1.485020478535922,4,1,2,-43.67975425756894,0.943737624489833,0
4681,48.245629296508895,1,2,2,0,1,0,0,5,4,289,4.910680255814949,999,0,3,-36.28835031976868,4.775126854535874,0
4682,32.1876935089522,1,2,4,0,1,0,0,5,2,350,1.0,999,0,3,-41.98246910639888,1.2907171068696872,0
4683,31.0,9,2,7,0,1,0,0,6,4,275,2.0,999,0,3,-40.14295617196785,1.2367554690286844,0
4684,27.60546098180063,6,3,7,0,1,0,0,5,4,385,1.0,14,1,2,-37.748397105363274,0.6919133322892592,0
4685,36.5155422405998,1,2,5,1,0,0,0,7,2,713,5.515542240599799,999,0,3,-42.7,4.961484457759401,0
4686,27.22935572239,4,2,5,0,0,0,0,6,3,154,1.4097852407966665,999,0,3,-36.550453733736,1.1269386725504031,0
4687,40.528221285030696,1,2,7,0,0,0,0,7,4,1136,4.264110642515348,999,0,3,-40.27156512030065,4.965792331927546,0
4688,25.75536936021458,1,3,7,0,0,0,0,5,2,221,6.093556767742504,999,0,3,-41.75176539387037,1.2979348358913905,0
4689,43.95093584882292,1,2,6,0,0,0,0,6,3,207,1.2098128302354156,999,0,3,-40.8,1.26,0
4690,26.536780122277978,2,2,4,0,0,0,0,8,3,186,1.0,4,1,2,-30.07320535507164,0.7918310211005019,0
4691,49.67965614406588,6,2,6,0,0,0,0,5,2,386,2.666017192796706,999,0,1,-42.5710830889824,1.031121947849509,0
4692,36.95273258578637,2,2,2,2,1,0,1,5,2,476,1.1309084267767031,999,0,3,-37.106905504594195,4.8596545421338835,0
4693,56.779408463620626,5,2,5,0,1,1,0,9,2,482,1.0,999,0,3,-41.41964325798892,3.0202801941219106,0
4694,30.210891809111807,2,2,3,0,0,0,0,5,3,836,1.3725820951113255,999,0,3,-45.873990666777594,1.6720251057897502,0
4695,30.0,3,3,7,0,0,0,0,5,4,326,1.0,999,0,2,-43.29545343244387,1.3293181509012186,0
4696,28.757037824041223,8,3,4,0,1,0,0,5,4,1020,2.7570378240412223,999,0,3,-41.3626680832742,3.852604764075938,0
4697,34.362155297151304,2,2,3,0,0,0,0,4,3,1082,1.9448621188605208,999,0,3,-46.67481204651277,1.3761817053747543,0
4698,56.28600582738704,4,2,5,0,0,0,0,8,3,243,1.5286005827387035,6,2,2,-38.3,0.9014141982517839,0
4699,28.243854659317616,8,2,5,0,0,0,0,5,4,403,1.7561453406823846,999,0,3,-44.88318483968488,1.2664877093186353,0
4700,53.526658379372144,5,2,6,0,1,1,0,10,2,484,1.0,999,0,3,-41.81462005393338,3.7911819640888016,0
4701,23.065011389677633,4,3,7,0,1,0,0,5,3,154,1.0,999,0,3,-39.26033517705028,1.1866508167830299,0
4702,32.33038244172418,1,2,6,0,0,0,0,7,1,528,1.110127480574727,999,0,3,-40.48721671697703,1.2562004309354498,0
4703,28.878176912898127,1,2,5,0,1,0,0,5,3,883,2.294876924927613,999,0,3,-44.966034618623326,2.5687148811962346,0
4704,35.87092752157681,10,2,7,0,0,0,0,4,4,178,2.467731880394202,999,0,3,-34.00485580332985,0.7075553003051361,0
4705,31.98973758329361,7,2,2,0,0,0,0,7,2,958,1.0,999,0,3,-40.90046595541976,1.0431604254340572,0
4706,37.63631567072623,8,2,4,0,0,0,0,9,3,173,1.4805263327533946,5,1,2,-37.5,0.879,0
4707,51.1471391500498,4,2,3,0,0,0,0,7,4,357,1.177487556898269,999,0,2,-34.18655464330283,0.974003479814693,0
4708,67.40457382087064,9,1,1,0,0,0,0,4,1,277,1.3356314135764722,999,0,3,-43.887809004903545,1.3952594596713184,0
4709,48.82550541497306,2,2,4,0,0,1,0,8,4,384,2.0,5,1,2,-37.19664079454579,0.8064473826755837,0
4710,45.714753398691165,8,2,5,1,0,0,0,6,2,1344,4.7147533986911645,999,0,3,-42.12163902941102,4.899380293235213,0
4711,44.67764141797838,1,2,5,0,0,0,0,7,4,844,7.67764141797838,999,0,3,-42.7,4.958983537873032,0
4712,40.67329230785126,3,1,4,0,0,0,0,3,4,262,1.0,999,0,2,-34.8,0.6455852307690542,0
4713,32.09366643197218,2,2,7,0,0,0,0,5,1,645,1.2924047451408702,999,0,3,-45.176583392006954,2.406949487252274,0
4714,31.14425776177004,3,2,7,0,1,0,0,3,1,113,1.0,999,0,3,-48.759173754566554,1.5831960866478052,0
4715,24.580811135086055,6,3,4,0,0,0,0,9,2,212,1.6452027837715137,6,1,2,-30.319574753989023,0.7874867962558917,0
4716,33.59334046710196,5,2,1,0,1,1,0,5,2,568,3.802219844299346,999,0,3,-35.09465097237568,4.050045865519834,0
4717,28.849433258905822,9,2,4,0,0,0,0,5,4,398,1.1505667410941762,999,0,3,-41.61306040190855,1.2676988665178117,0
4718,26.656239021110448,2,3,3,0,0,0,0,6,3,665,1.3312478042220897,999,0,3,-40.79687170633313,2.17064084799767,0
4719,33.11608979486743,10,3,6,0,0,0,0,9,4,192,2.0,999,0,1,-32.92586530769886,2.716596548055923,0
4720,43.54493439329564,4,2,3,0,1,0,0,8,4,357,1.4910131213408717,999,0,3,-31.4,0.8790359475146365,0
4721,33.63839845371207,1,2,6,0,1,0,0,4,3,624,1.0398999033570044,6,1,2,-34.47232030925759,0.662977478255326,0
4722,33.9982841707734,4,2,4,0,0,0,0,3,2,280,2.0,999,0,2,-48.73550671702036,1.5194751752160653,0
4723,21.35298697570348,8,3,1,0,1,0,0,8,2,130,1.0966419268359628,999,1,1,-31.274365495113248,0.8638272174867538,0
4724,32.02726279295708,5,2,6,0,0,0,0,7,2,3064,1.0,999,0,3,-42.7,4.961972737207043,0
4725,31.19912829559609,5,2,7,0,0,0,0,9,3,151,1.1991282955960911,4,1,2,-31.3332878760899,0.7910988822891466,0
4726,32.82482241746197,1,2,6,0,1,0,0,8,3,150,2.068735201455164,9,2,2,-37.55498816116413,0.8850997632232827,0
4727,33.028508823078404,10,2,3,0,0,0,0,5,2,1528,1.1285636028848003,999,0,3,-45.9750136949516,1.5270427748964932,0
4728,39.45340046845439,2,2,3,0,0,0,0,5,2,896,4.883771160883203,999,0,3,-45.22785172302848,2.1014181545298976,0
4729,27.529938800526992,3,2,2,1,1,0,0,5,2,484,1.7754489818660903,999,0,3,-42.7880244797892,4.054493579627255,0
4730,38.218021008568215,3,2,3,0,0,1,0,7,3,879,1.0,999,0,3,-40.37678433383476,4.207864861377454,0
4731,28.419613803245927,4,2,7,0,0,0,0,3,2,101,3.419613803245926,999,0,3,-48.316880029413184,1.5237073127790222,0
4732,28.04513619096015,2,2,3,0,1,0,0,6,1,148,2.061478599468244,3,1,2,-40.646303501329385,1.257576653602599,0
4733,57.65787302570302,4,2,5,0,0,0,0,6,3,287,1.3421269742969837,3,3,2,-38.802555589960555,0.6884740315887518,0
4734,37.317905822917346,8,1,7,0,0,0,0,8,1,2060,1.0,999,0,3,-41.36720415182253,4.984020105317715,0
4735,29.340933594692643,1,2,4,0,1,0,0,6,4,267,2.0,5,1,2,-40.63119263484428,0.8855472188178704,0
4736,70.71636233672588,6,1,4,0,0,0,0,5,2,294,1.0,9,1,2,-39.71393961054569,0.7175963480407106,0
4737,32.94016506552453,10,2,7,0,0,0,0,7,5,281,2.646721688508178,999,0,1,-38.665818427923014,1.0164252631703188,0
4738,31.07238602554121,4,2,7,0,0,0,0,8,1,271,1.9758713248195967,999,0,2,-31.291420961688182,0.8188042905585833,0
4739,41.41717456140918,2,2,2,0,0,0,1,5,4,500,1.4171745614091842,999,0,3,-38.65274263160959,4.902134630702328,0
4740,24.890479414200467,3,3,5,0,0,0,0,7,2,200,1.3698401952665111,999,0,3,-38.720472644379484,1.0211694340060078,0
4741,32.339526859588915,10,1,5,0,0,0,0,8,3,640,1.0,999,0,2,-32.119796942328506,1.0923586785656756,0
4742,57.45234311148927,4,1,4,0,0,0,0,4,2,429,2.642970665532195,999,0,1,-46.60710880034034,1.358975774226382,0
4743,37.0,8,2,6,0,0,0,0,6,2,654,1.2446232514954112,999,0,1,-41.26478417784128,2.1658829142755445,0
4744,36.38279790004888,1,2,4,0,0,0,1,10,3,101,1.0,999,0,3,-40.4,5.001747543830376,0
4745,37.96074878959782,7,3,3,0,0,0,0,4,3,1666,2.9869162631992743,999,0,3,-47.088224636879346,1.4434561190575144,0
4746,39.379916939085454,1,2,3,0,0,0,0,5,3,540,1.3600184579810095,999,0,3,-45.56996769853323,1.9872534920065417,0
4747,29.870018358368828,1,2,7,0,1,0,0,6,1,171,2.564990820815586,999,0,2,-41.58327707859402,0.956131817478514,0
4748,36.800378071518956,4,2,7,0,0,0,0,8,3,903,1.8003780715189583,999,0,3,-37.277769378038144,4.797920226576557,0
4749,29.56730765399396,2,2,3,0,1,1,0,10,1,234,4.78365382699698,999,0,3,-31.365625112067665,1.1630264820677672,0
4750,31.038508710130788,7,3,6,0,1,0,0,8,2,358,2.1318546542483463,8,1,2,-38.71540348405232,0.8604667297205878,0
4751,52.82539215869579,2,1,6,0,0,0,0,9,2,417,2.2936519603260526,999,0,3,-37.97975367970133,0.9400353310328917,0
4752,45.08060149520125,1,1,6,0,0,0,0,5,1,211,3.0161202990402494,999,0,3,-43.54352480740867,1.2620322405980806,0
